Date;PKod;Pgroup;Pname;Pquantity;pce_zn;pwa_zn;pce_sn;pwa_sn;pce_sb;pwa_sb;pudzsb;pmarza;pmarzajedn;pkwmarza;pudzmarza;month
2018-05-01;16559;GROATS_RICE_PASTA;MAKA WROCLAWSKA BASIA 1 KG;10.0;1.93;19.3;2.56;25.6;2.69;26.9;0.02;24.61;0.63;6.3;0.03;5
2018-05-01;15951;GROATS_RICE_PASTA;MAKA WROCLAWSKA ZLOTY LAN TYP 500 1KG;12.0;1.21;14.52;1.54;18.52;1.62;19.44;0.02;21.6;0.33;4.0;0.02;5
2018-05-01;1247;GENERAL_FOOD;MAKA ZIEMNIACZANA 500G;9.0;2.06;18.54;2.83;25.47;3.06;27.54;0.02;27.21;0.77;6.93;0.03;5
2018-05-01;3134;GROATS_RICE_PASTA;MAKA ZIEMNIACZANA 500G NIECHLOW;2.0;1.52;3.04;2.21;4.42;2.39;4.78;0.0;31.22;0.69;1.38;0.01;5
2018-05-01;10271;GROATS_RICE_PASTA;MAKARON ABAK BABUNI 250G 2 JAJ;15.0;1.57;23.55;2.2;33.0;2.31;34.65;0.03;28.64;0.63;9.45;0.05;5
2018-05-01;8784;GROATS_RICE_PASTA;MAKARON CZANIECKI 250 G NITECZKA WALCOW;1.0;2.39;2.39;3.8;3.8;3.99;3.99;0.0;37.11;1.41;1.41;0.01;5
2018-05-01;169;GROATS_RICE_PASTA;MAKARON CZANIECKI 250G SWOJSKI;49.0;2.02;99.05;2.79;136.79;2.93;143.52;0.13;27.59;0.77;37.74;0.19;5
2018-05-01;18920;GROATS_RICE_PASTA;MAKARON CZANIECKI GNIAZDKO 2;2.0;4.08;8.16;5.7;11.4;5.99;11.98;0.01;28.42;1.62;3.24;0.02;5
2018-05-01;16888;GROATS_RICE_PASTA;MAKARON CZANIECKI NITKA WALCOWANA 500G;2.0;3.98;7.96;5.51;11.02;5.79;11.58;0.01;27.77;1.53;3.06;0.02;5
2018-05-01;78;GROATS_RICE_PASTA;MAKARON CZANIECKI RYZOWY 250 G;7.0;2.28;15.96;3.32;23.24;3.49;24.43;0.02;31.33;1.04;7.28;0.04;5
2018-05-01;9243;GROATS_RICE_PASTA;MAKARON GWIAZDKI CZANIEC 250 G;4.0;1.09;4.36;1.56;6.24;1.64;6.56;0.01;30.13;0.47;1.88;0.01;5
2018-05-01;9245;GROATS_RICE_PASTA;MAKARON KOLECZKI 250 G CZANIEC;6.0;1.09;6.54;1.56;9.36;1.64;9.84;0.01;30.13;0.47;2.82;0.01;5
2018-05-01;4697;GROATS_RICE_PASTA;MAKARON LASAGNE 500G LUBELLA;1.0;6.13;6.13;8.76;8.76;9.2;9.2;0.01;30.02;2.63;2.63;0.01;5
2018-05-01;3374;GROATS_RICE_PASTA;MAKARON LUBELLA  KOLANKO OZDOBNE 500G;10.0;2.43;24.3;3.8;38.0;3.99;39.9;0.04;36.05;1.37;13.7;0.07;5
2018-05-01;4695;GROATS_RICE_PASTA;MAKARON LUBELSKI SPAGETTI 500G;6.0;2.25;13.5;3.8;22.8;3.99;23.94;0.02;40.79;1.55;9.3;0.05;5
2018-05-01;9069;GROATS_RICE_PASTA;MAKARON MUSZLA  BARONIA 500G;1.0;8.98;8.98;11.82;11.82;12.41;12.41;0.01;24.03;2.84;2.84;0.01;5
2018-05-01;10819;GROATS_RICE_PASTA;MAKARON NADODRZANSKI SWID.MA?Y 400G;2.0;1.49;2.98;2.18;4.36;2.29;4.58;0.0;31.65;0.69;1.38;0.01;5
2018-05-01;5849;GROATS_RICE_PASTA;MAKARON POL MLYN 500 G NITKA DURUM;3.0;3.0;9.0;3.17;9.5;3.33;9.98;0.01;5.26;0.17;0.5;0.0;5
2018-05-01;12028;GROATS_RICE_PASTA;MAKARON SPAGHETI 400G SULMA;8.0;1.4;11.2;2.09;16.72;2.19;17.52;0.02;33.01;0.69;5.52;0.03;5
2018-05-01;16116;GROATS_RICE_PASTA;MAKARON SULMA GNIAZDKA 400G;2.0;2.02;4.04;3.42;6.84;3.59;7.18;0.01;40.94;1.4;2.8;0.01;5
2018-05-01;4742;GROATS_RICE_PASTA;MAKARON SULMA LAZANKA 500 G;3.0;2.59;7.77;3.51;10.53;3.69;11.07;0.01;26.21;0.92;2.76;0.01;5
2018-05-01;9246;GROATS_RICE_PASTA;MAKARON SULMA ZWIERZATKA 400 G;4.0;1.39;5.56;1.99;7.96;2.09;8.36;0.01;30.15;0.6;2.4;0.01;5
2018-05-01;9239;FISH;MAKRELA W SOSIE POMID.170 G EVRO FISH;4.0;2.89;11.56;4.08;16.32;4.28;17.12;0.02;29.17;1.19;4.76;0.02;5
2018-05-01;3344;OILS;MAR DELMA EXTRA 450 G;22.0;2.32;51.03;2.91;64.03;3.05;67.18;0.06;20.3;0.59;13.0;0.06;5
2018-05-01;7227;DAIRY_CHESSE;MAR DELMA EXTRA 450 G Z MASLEM;1.0;2.34;2.34;3.04;3.04;3.19;3.19;0.0;23.03;0.7;0.7;0.0;5
2018-05-01;16342;DAIRY_CHESSE;MAR NIEZBEDNA KOSTKA 250GR;52.0;1.02;53.04;1.32;68.64;1.39;72.28;0.06;22.73;0.3;15.6;0.08;5
2018-05-01;1362;OILS;MAR PALMA BIELMAR 250G Z MURZYNKIEM;30.0;1.46;43.8;2.18;65.4;2.29;68.7;0.06;33.03;0.72;21.6;0.11;5
2018-05-01;2557;OILS;MAR PALMA KRUSZWICA 250G;47.0;1.28;60.27;1.8;84.6;1.89;88.83;0.08;28.76;0.52;24.33;0.12;5
2018-05-01;1557;DAIRY_CHESSE;MAR SMAKOWITA 250;8.0;1.96;15.68;2.47;19.76;2.59;20.72;0.02;20.65;0.51;4.08;0.02;5
2018-05-01;2285;DAIRY_CHESSE;MAR SMAKOWITA 450 G;26.0;2.3;59.7;2.85;74.1;2.99;77.74;0.07;19.43;0.55;14.4;0.07;5
2018-05-01;1363;OILS;MAR SNIADANIOWA 450 G;3.0;2.8;8.4;3.35;10.06;3.52;10.57;0.01;16.5;0.55;1.66;0.01;5
2018-05-01;5401;OILS;MAR ZWYKLA 250G KRUSZWICA;43.0;1.22;52.31;1.7;73.1;1.79;76.97;0.07;28.44;0.48;20.79;0.1;5
2018-05-01;14307;ICE_CREAMS_FROZEN;MARCHEW KOSTKA  MROZONA;2.0;2.15;4.3;2.99;5.98;3.14;6.28;0.01;28.09;0.84;1.68;0.01;5
2018-05-01;4097;GENERAL;MARCHEW Z GROSZKIEM+KUKURYDZA  470 G SLO;2.0;2.02;4.04;3.05;6.1;3.29;6.58;0.01;33.77;1.03;2.06;0.01;5
2018-05-01;7800;SPICES;MARCO-POLO JARZYNKA BEZ SOLI;1.0;2.4;2.4;3.22;3.22;3.48;3.48;0.0;25.47;0.82;0.82;0.0;5
2018-05-01;7809;SPICES;MARCO-POLO POMIDOR Z RUKOLA 30 G;1.0;2.4;2.4;3.22;3.22;3.48;3.48;0.0;25.47;0.82;0.82;0.0;5
2018-05-01;7816;SPICES;MARCO-POLO ZILA  KURCZAKA Z SOLA MOR. 35;1.0;1.6;1.6;2.18;2.18;2.35;2.35;0.0;26.61;0.58;0.58;0.0;5
2018-05-01;7919;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;MARGARYNA DELMA EXTRA 250G KUBEK;6.0;2.23;13.35;2.82;16.92;2.96;17.78;0.02;21.1;0.6;3.57;0.02;5
2018-05-01;19101;GENERAL_FOOD;MARGARYNA SNIADANIOWA 500 G;1.0;2.57;2.57;2.58;2.58;2.71;2.71;0.0;0.39;0.01;0.01;0.0;5
2018-05-01;8129;CHEMISTRY;MARKER CZARNY 1 SZT;2.0;1.09;2.18;1.62;3.24;1.99;3.98;0.0;32.72;0.53;1.06;0.01;5
2018-05-01;13302;CIGARETTES;MASCOTTTE BIBULKA 50 SZT;18.0;0.58;10.52;1.05;18.9;1.29;23.22;0.02;44.34;0.47;8.38;0.04;5
2018-05-01;2042;DAIRY_CHESSE;MASLANKA NATURALNA MRAGOWSKA;6.0;2.06;12.36;3.04;18.24;3.19;19.14;0.02;32.24;0.98;5.88;0.03;5
2018-05-01;11668;DAIRY_CHESSE;MASLANKA SREMSKA 1 L;63.0;1.87;117.81;2.75;173.25;2.89;182.07;0.16;32.0;0.88;55.44;0.27;5
2018-05-01;18769;DAIRY_CHESSE;MASLANKA TRUSK.1 L MLEKOWITA;35.0;2.34;81.9;3.23;113.05;3.39;118.65;0.11;27.55;0.89;31.15;0.15;5
2018-05-01;14643;OILS;MASLO OSELKOWE 275G JAGR;3.0;3.07;9.21;4.08;12.24;4.28;12.84;0.01;24.75;1.01;3.03;0.01;5
2018-05-01;1618;CHEMISTRY;MASZYNKA POLSILVER;27.0;1.02;27.54;1.57;42.39;1.93;52.11;0.05;35.03;0.55;14.85;0.07;5
2018-05-01;18601;CHEMISTRY;MASZYNKA WILKINSON XTREME 3 BEAUTY;8.0;2.54;20.32;3.65;29.2;4.49;35.92;0.03;30.41;1.11;8.88;0.04;5
2018-05-01;641;CHEWING_GUM_LOLIPOPS;MENTOS MINT 38G;10.0;1.24;12.4;2.42;24.2;2.98;29.8;0.03;48.76;1.18;11.8;0.06;5
2018-05-01;6006;SWEETS;MENTOS RAINBOW 37_5 G;5.0;1.19;5.95;2.02;10.1;2.49;12.45;0.01;41.09;0.83;4.15;0.02;5
2018-05-01;9484;CHEWING_GUM_LOLIPOPS;MENTOS STRONG MINT 38G;2.0;1.55;3.1;2.42;4.84;2.98;5.96;0.01;35.95;0.87;1.74;0.01;5
2018-05-01;4417;MEAT;METKA CEBULOWA KG;0.2;16.8;3.36;10.4;2.08;10.9;2.18;0.0;-61.54;-6.4;-1.28;-0.01;5
2018-05-01;3858;MEAT;METKA ?OSOSIOWA;0.44;10.67;4.64;13.2;5.74;13.86;6.03;0.01;19.16;2.53;1.1;0.01;5
2018-05-01;3890;DAIRY_CHESSE;MIESZANKA 7 SK?;9.0;2.63;23.67;3.56;32.01;3.73;33.61;0.03;26.05;0.93;8.34;0.04;5
2018-05-01;3892;DAIRY_CHESSE;MIESZANKA KLASYCZNA 400 G;3.0;4.05;12.15;5.55;16.65;5.83;17.49;0.02;27.03;1.5;4.5;0.02;5
2018-05-01;19853;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;MIGDALY KALIFORNIJSKIE FRESCO 80 G;3.0;4.13;12.39;6.47;19.41;6.99;20.97;0.02;36.17;2.34;7.02;0.03;5
2018-05-01;3299;SPICES;MIGDA?Y P?ATKI  60 G;4.0;4.13;16.52;5.91;23.64;6.38;25.52;0.02;30.12;1.78;7.12;0.03;5
2018-05-01;13777;SWEETS;MILKA  CZEKOLADA MALINA 100 G;5.0;2.39;11.95;3.24;16.2;3.99;19.95;0.02;26.23;0.85;4.25;0.02;5
2018-05-01;19449;SWEETS;MILKA 100GR BIALA CZEKOLADA;5.0;2.81;14.05;3.65;18.25;4.49;22.45;0.02;23.01;0.84;4.2;0.02;5
2018-05-01;19448;SWEETS;MILKA 100GR YOGHURT;10.0;2.41;24.1;3.48;34.82;4.28;42.8;0.04;30.79;1.07;10.72;0.05;5
2018-05-01;7783;SWEETS;MILKA 276 G PENUT+CARAMEL;3.0;6.91;20.73;9.75;29.25;11.99;35.97;0.03;29.13;2.84;8.52;0.04;5
2018-05-01;19360;SWEETS;MILKA 300 G OREO;1.0;6.33;6.33;9.75;9.75;11.99;11.99;0.01;35.08;3.42;3.42;0.02;5
2018-05-01;9232;SWEETS;MILKA CZEK OREO 92 G;3.0;2.77;8.32;4.06;12.18;4.99;14.97;0.01;31.69;1.29;3.86;0.02;5
2018-05-01;2289;SWEETS;MILKA CZEK. 250 G WHOLE NUTS;2.0;7.51;15.02;10.56;21.12;12.99;25.98;0.02;28.88;3.05;6.1;0.03;5
2018-05-01;8306;SWEETS;MILKA CZEK.NADZ 37 G;1.0;1.16;1.16;1.62;1.62;1.99;1.99;0.0;28.4;0.46;0.46;0.0;5
2018-05-01;256;SWEETS;MILKA CZEK.ORZECHOWA 100G;3.0;2.53;7.59;3.65;10.95;4.49;13.47;0.01;30.68;1.12;3.36;0.02;5
2018-05-01;6398;SWEETS;MILKA CZEK.TRUSKAW 100G;4.0;2.29;9.15;3.41;13.64;4.19;16.76;0.01;32.92;1.12;4.49;0.02;5
2018-05-01;6565;SWEETS;MILKA CZEKOL BUBLY 95G;3.0;2.53;7.59;3.65;10.95;4.49;13.47;0.01;30.68;1.12;3.36;0.02;5
2018-05-01;16966;SWEETS;MILKA CZEKOL.100 G Z OREO;4.0;2.2;8.78;3.41;13.64;4.19;16.76;0.01;35.63;1.22;4.86;0.02;5
2018-05-01;269;SWEETS;MILKA CZEKOLADA LACIATA 100G;3.0;2.84;8.52;3.41;10.23;4.19;12.57;0.01;16.72;0.57;1.71;0.01;5
2018-05-01;255;SWEETS;MILKA CZEKOLADA MLECZNA 100G;5.0;2.84;14.2;3.41;17.05;4.19;20.95;0.02;16.72;0.57;2.85;0.01;5
2018-05-01;2955;COOKIES_BULK;MILKA CZEKOLADA MLECZNA 270 G;1.0;6.91;6.91;9.75;9.75;11.99;11.99;0.01;29.13;2.84;2.84;0.01;5
2018-05-01;6812;SWEETS;MILKA MILKINIS 100G;1.0;1.98;1.98;4.06;4.06;4.99;4.99;0.0;51.23;2.08;2.08;0.01;5
2018-05-01;9384;DAIRY_CHESSE;MILLER FROOP 150 G Z KIWI;4.0;1.35;5.4;1.85;7.4;1.94;7.76;0.01;27.03;0.5;2.0;0.01;5
2018-05-01;9383;DAIRY_CHESSE;MILLER FROOP 150 G Z MANGO;4.0;1.35;5.4;1.85;7.4;1.94;7.76;0.01;27.03;0.5;2.0;0.01;5
2018-05-01;16780;GENERAL_FOOD;MIOD LIPOWY 220 PASIEKA B.;1.0;4.88;4.88;6.94;6.94;7.29;7.29;0.01;29.68;2.06;2.06;0.01;5
2018-05-01;9318;SWEETS;MISECZKI WAFLOWE DO DESEROW;2.0;1.83;3.66;2.67;5.34;3.29;6.58;0.01;31.46;0.84;1.68;0.01;5
2018-05-01;9731;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;MIX EKSTRA PASLECKIE 200G.;1.0;2.06;2.06;2.85;2.85;2.99;2.99;0.0;27.72;0.79;0.79;0.0;5
2018-05-01;8637;VEGETABLES;MIX SA?AT 100 G;1.0;2.49;2.49;3.61;3.61;3.79;3.79;0.0;31.02;1.12;1.12;0.01;5
2018-05-01;2;DAIRY_CHESSE;MLEKO 3_2% MLECZ.ZAGRODA;23.0;1.93;44.39;2.66;61.18;2.79;64.17;0.06;27.44;0.73;16.79;0.08;5
2018-05-01;9606;DAIRY_CHESSE;MLEKO 3_2% ZAMBROWSKIE 1L;8.0;1.98;15.84;2.75;22.0;2.89;23.12;0.02;28.0;0.77;6.16;0.03;5
2018-05-01;8346;GENERAL;MLEKO KOKOSOWE 250 ML;3.0;3.17;9.51;4.48;13.44;4.7;14.1;0.01;29.24;1.31;3.93;0.02;5
2018-05-01;8347;GENERAL;MLEKO KOKOSOWE 250 ML BANAN;2.0;3.4;6.8;3.36;6.72;3.53;7.05;0.01;-1.19;-0.04;-0.08;0.0;5
2018-05-01;8348;GENERAL;MLEKO KOKOSOWE 250 ML CZEKOLADA;1.0;3.4;3.4;4.48;4.48;4.7;4.7;0.0;24.11;1.08;1.08;0.01;5
2018-05-01;11767;DAIRY_CHESSE;MLEKO SWIEZE SREM  1 L 3_2%;5.0;1.97;9.85;2.47;12.35;2.59;12.95;0.01;20.24;0.5;2.5;0.01;5
2018-05-01;6202;DAIRY_CHESSE;MLEKO WYDOJONE 1 L 3_2 BEZ LAKTOZY;6.0;2.47;14.82;3.5;21.0;3.68;22.08;0.02;29.43;1.03;6.18;0.03;5
2018-05-01;4533;DAIRY_CHESSE;MLEKO ZSIAD?E 400 G;3.0;1.55;4.65;2.22;6.66;2.33;6.99;0.01;30.18;0.67;2.01;0.01;5
2018-05-01;8294;GENERAL;MLEKOLAKI CHOCO 250 G;1.0;2.91;2.91;3.99;3.99;4.19;4.19;0.0;27.07;1.08;1.08;0.01;5
2018-05-01;6409;CHEMISTRY;MOLA PAPIER BIALY 8;1.0;4.22;4.22;6.87;6.87;8.45;8.45;0.01;38.57;2.65;2.65;0.01;5
2018-05-01;9174;DRINK_JUICE;MUSZTARDA MIODOWA 270 G;6.0;1.65;9.9;3.24;19.44;3.99;23.94;0.02;49.07;1.59;9.54;0.05;5
2018-05-01;746;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;MUSZTARDA PIEKIELNNA 200G PEGAZ;3.0;1.35;4.05;1.86;5.58;2.29;6.87;0.01;27.42;0.51;1.53;0.01;5
2018-05-01;3099;GENERAL_FOOD;MUSZTARDA SAREPSKA 0_9L PEGAZ;1.0;3.43;3.43;2.44;2.44;3.0;3.0;0.0;-40.57;-0.99;-0.99;0.0;5
2018-05-01;744;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;MUSZTARDA SAREPSKA 200G PEGAZ;16.0;1.36;21.76;1.86;29.76;2.29;36.64;0.03;26.88;0.5;8.0;0.04;5
2018-05-01;748;GENERAL_FOOD;MUSZTARDA STOLOWA 0_9L PEGAZ;1.0;3.27;3.27;4.87;4.87;5.99;5.99;0.01;32.85;1.6;1.6;0.01;5
2018-05-01;745;GENERAL_FOOD;MUSZTARDA STOLOWA 200G PEGAZ;36.0;1.25;44.88;1.86;66.96;2.29;82.44;0.07;32.97;0.61;22.08;0.11;5
2018-05-01;15999;CHEMISTRY;MYDLO ARKO EXTRA 90 G;6.0;0.99;5.94;1.5;9.0;1.85;11.1;0.01;34.0;0.51;3.06;0.02;5
2018-05-01;2419;CHEMISTRY;MYDLO BAMBINO 90 G;8.0;1.3;10.4;1.94;15.52;2.39;19.12;0.02;32.99;0.64;5.12;0.03;5
2018-05-01;4089;CHEMISTRY;MYDLO DOVE 100G CREAM BAR;1.0;1.79;1.79;3.24;3.24;3.99;3.99;0.0;44.75;1.45;1.45;0.01;5
2018-05-01;4090;CHEMISTRY;MYDLO DOVE OIL 100G;2.0;1.95;3.9;3.24;6.48;3.99;7.98;0.01;39.81;1.29;2.58;0.01;5
2018-05-01;4062;CHEMISTRY;MYDLO LUKSJA COTTON 90 G;3.0;0.99;2.97;1.5;4.5;1.85;5.55;0.0;34.0;0.51;1.53;0.01;5
2018-05-01;3802;CHEMISTRY;MYDLO LUKSJS 90 G FRESH;1.0;0.99;0.99;1.37;1.37;1.69;1.69;0.0;27.74;0.38;0.38;0.0;5
2018-05-01;9469;CHEMISTRY;MYDLO SAFINA 90 G OLIWKA;2.0;0.81;1.62;1.21;2.42;1.49;2.98;0.0;33.06;0.4;0.8;0.0;5
2018-05-01;6764;CHEMISTRY;MYDLO SZARE 175 G;2.0;1.49;2.98;2.13;4.26;2.62;5.24;0.0;30.05;0.64;1.28;0.01;5
2018-05-01;8845;CHEMISTRY;MYDLO W PLYNIE 500 ML Z DOZOWNIKIEM;2.0;3.71;7.42;5.93;11.86;7.29;14.58;0.01;37.44;2.22;4.44;0.02;5
2018-05-01;19254;CHEMISTRY;MYD?O ARKO CREAMY 90 G;1.0;1.03;1.03;1.48;1.48;1.82;1.82;0.0;30.41;0.45;0.45;0.0;5
2018-05-01;7315;DRINK_JUICE;NAP AQA 0_5 L GAZ ZURAWINA;11.0;0.53;5.83;0.79;8.69;0.97;10.67;0.01;32.91;0.26;2.86;0.01;5
2018-05-01;3062;DRINK_JUICE;NAP AQA 1_5 GAZ CYTR+MIETA;1.0;0.74;0.74;1.13;1.13;1.39;1.39;0.0;34.51;0.39;0.39;0.0;5
2018-05-01;3480;GENERAL_FOOD;NAP AQA 1_5 L GAZ ZURAWINA;29.0;0.74;21.46;1.13;32.77;1.39;40.31;0.04;34.51;0.39;11.31;0.06;5
2018-05-01;7146;DRINK_JUICE;NAP AQA 1_5 L N/G TRUSKAWKA;13.0;0.74;9.62;1.13;14.69;1.39;18.07;0.02;34.51;0.39;5.07;0.02;5
2018-05-01;5544;DRINK_JUICE;NAP AQA 1_5 L N/GAZ CYTRYNA;11.0;0.74;8.14;1.13;12.43;1.39;15.29;0.01;34.51;0.39;4.29;0.02;5
2018-05-01;3048;SWEETS;NAP AQA PLUS 1_5 L GAZ JAB+PIGWA;6.0;0.74;4.44;1.13;6.78;1.39;8.34;0.01;34.51;0.39;2.34;0.01;5
2018-05-01;4841;DRINK_JUICE;NAP BLACK 250ML PUSZKA;19.0;1.62;30.78;1.86;35.34;2.29;43.51;0.04;12.9;0.24;4.56;0.02;5
2018-05-01;5353;DRINK_JUICE;NAP CAPRIO CZER.POMARANCZA 2L;4.0;3.03;12.12;3.8;15.2;3.99;15.96;0.01;20.26;0.77;3.08;0.02;5
2018-05-01;3743;DRINK_JUICE;NAP CAPRIO JAB.ARONIA.WISNIA 2L;5.0;3.03;15.15;3.8;19.0;3.99;19.95;0.02;20.26;0.77;3.85;0.02;5
2018-05-01;2454;DRINK_JUICE;NAP CAPRIO JABLKO 2L;2.0;3.03;6.06;3.8;7.6;3.99;7.98;0.01;20.26;0.77;1.54;0.01;5
2018-05-01;2455;DRINK_JUICE;NAP CAPRIO POMARANCZ 2L;5.0;3.03;15.15;3.8;19.0;3.99;19.95;0.02;20.26;0.77;3.85;0.02;5
2018-05-01;3740;DRINK_JUICE;NAP CAPRIO ROZOWY GREJFRUT 2L;6.0;3.03;18.18;3.8;22.8;3.99;23.94;0.02;20.26;0.77;4.62;0.02;5
2018-05-01;1480;DRINK_JUICE;NAP COCA COLA 0_33L PUSZKA;103.0;1.21;124.63;1.62;166.86;1.99;204.97;0.18;25.31;0.41;42.23;0.21;5
2018-05-01;2505;DRINK_JUICE;NAP COCA COLA 0_5L;18.0;1.83;32.94;2.59;46.62;3.19;57.42;0.05;29.34;0.76;13.68;0.07;5
2018-05-01;15286;DRINK_JUICE;NAP COCA COLA 1_5 L;22.0;3.24;71.28;3.89;85.58;4.79;105.38;0.09;16.71;0.65;14.3;0.07;5
2018-05-01;1661;DRINK_JUICE;NAP COCA COLA 1L;40.0;2.38;95.25;3.24;129.6;3.99;159.6;0.14;26.5;0.86;34.35;0.17;5
2018-05-01;15665;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;NAP COCA COLA 2_25 L PET;28.0;3.75;105.0;5.11;143.08;6.29;176.12;0.16;26.61;1.36;38.08;0.19;5
2018-05-01;17711;DRINK_JUICE;NAP COCA COLA CHERRY 0_5L;8.0;1.97;15.76;2.59;20.72;3.19;25.52;0.02;23.94;0.62;4.96;0.02;5
2018-05-01;3161;DRINK_JUICE;NAP COCA COLA ZERO 0_5L;3.0;1.83;5.49;2.59;7.77;3.19;9.57;0.01;29.34;0.76;2.28;0.01;5
2018-05-01;897;DRINK_JUICE;NAP COCA COLA ZERO 1L;3.0;2.21;6.63;3.24;9.72;3.99;11.97;0.01;31.79;1.03;3.09;0.02;5
2018-05-01;15738;DRINK_JUICE;NAP COCOLA 0_2 PUSZKA;10.0;0.84;8.4;1.21;12.1;1.49;14.9;0.01;30.58;0.37;3.7;0.02;5
2018-05-01;11570;DRINK_JUICE;NAP ENER. V-MAX  ZURAWINA;24.0;0.84;20.16;1.46;35.04;1.79;42.96;0.04;42.47;0.62;14.88;0.07;5
2018-05-01;15901;DRINK_JUICE;NAP ENER.V-MAX 250 ML MOJITO;1.0;0.89;0.89;1.46;1.46;1.79;1.79;0.0;39.04;0.57;0.57;0.0;5
2018-05-01;6582;DRINK_JUICE;NAP ENERGET ROSKST 250 ML PUSZKA;7.0;1.29;9.03;1.62;11.34;1.99;13.93;0.01;20.37;0.33;2.31;0.01;5
2018-05-01;15800;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;NAP ENERGETYCZNY V-MAX 0_25L PUSZKA;106.0;0.87;92.44;1.46;154.76;1.79;189.74;0.17;40.27;0.59;62.32;0.31;5
2018-05-01;17311;DRINK_JUICE;NAP ENERGETYCZNY V-MAX 1 L;11.0;1.17;12.86;2.43;26.73;2.99;32.89;0.03;51.89;1.26;13.87;0.07;5
2018-05-01;14727;DRINK_JUICE;NAP FRUGO POMAR 250 ML;3.0;0.82;2.47;1.61;4.83;1.69;5.07;0.0;48.86;0.79;2.36;0.01;5
2018-05-01;6632;DRINK_JUICE;NAP GARDEN JABLKOWY 2L;14.0;2.47;34.56;2.24;31.36;2.35;32.94;0.03;-10.2;-0.23;-3.2;-0.02;5
2018-05-01;8302;DRINK_JUICE;NAP HOOP 2 GAZ POMARANCZ;2.0;1.99;3.98;3.24;6.48;3.99;7.98;0.01;38.58;1.25;2.5;0.01;5
2018-05-01;3466;DRINK_JUICE;NAP HOOP COLA 2L;4.0;1.77;7.08;3.13;12.52;3.85;15.4;0.01;43.45;1.36;5.44;0.03;5
2018-05-01;10847;DRINK_JUICE;NAP HORTEX 0_2 SCUBI;3.0;0.87;2.61;1.32;3.96;1.39;4.17;0.0;34.09;0.45;1.35;0.01;5
2018-05-01;14341;DRINK_JUICE;NAP HORTEX 1 L CZARNA PORZECZKA;2.0;3.03;6.06;4.16;8.32;4.37;8.74;0.01;27.16;1.13;2.26;0.01;5
2018-05-01;503;DRINK_JUICE;NAP HORTEX 1 L GREJPFRUT;2.0;3.71;7.42;5.09;10.18;5.34;10.68;0.01;27.11;1.38;2.76;0.01;5
2018-05-01;8080;DRINK_JUICE;NAP HORTEX 1 L GREJPR.RUBIN;1.0;3.61;3.61;5.6;5.6;5.88;5.88;0.01;35.54;1.99;1.99;0.01;5
2018-05-01;6532;DRINK_JUICE;NAP HORTEX 1 L JABLKO;10.0;2.53;25.3;3.8;38.0;3.99;39.9;0.04;33.42;1.27;12.7;0.06;5
2018-05-01;6533;DRINK_JUICE;NAP HORTEX 1 L POMARANCZOWY;1.0;3.25;3.25;5.04;5.04;5.29;5.29;0.0;35.52;1.79;1.79;0.01;5
2018-05-01;14301;DRINK_JUICE;NAP HORTEX 1 L POMIDOROWY;7.0;3.04;21.28;4.29;30.03;4.5;31.5;0.03;29.14;1.25;8.75;0.04;5
2018-05-01;9695;DRINK_JUICE;NAP HORTEX LEON 200 ML;6.0;0.86;5.16;1.21;7.26;1.27;7.62;0.01;28.93;0.35;2.1;0.01;5
2018-05-01;17705;DRINK_JUICE;NAP HORTEX VITAMINKA 1 L BANAN;1.0;2.99;2.99;4.27;4.27;4.48;4.48;0.0;29.98;1.28;1.28;0.01;5
2018-05-01;5779;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;NAP IZOTON.0_75 ML AMOWE BLU;10.0;1.2;12.0;2.11;21.1;2.59;25.9;0.02;43.13;0.91;9.1;0.04;5
2018-05-01;9082;DRINK_JUICE;NAP KINLEY 1 L;2.0;2.18;4.36;3.24;6.48;3.99;7.98;0.01;32.72;1.06;2.12;0.01;5
2018-05-01;11179;DRINK_JUICE;NAP LEON  0_2 L  JAGODA;5.0;0.86;4.3;1.32;6.6;1.39;6.95;0.01;34.85;0.46;2.3;0.01;5
2018-05-01;14575;DRINK_JUICE;NAP LEON 0_2  JAB/CYTR/BANAN;2.0;0.86;1.72;1.21;2.42;1.27;2.54;0.0;28.93;0.35;0.7;0.0;5
2018-05-01;12985;DRINK_JUICE;NAP LEON JAB/BRZOS/POMAR 0_2L;6.0;0.86;5.16;1.21;7.26;1.27;7.62;0.01;28.93;0.35;2.1;0.01;5
2018-05-01;12986;DRINK_JUICE;NAP LEON JAB/GRUSZ/MANGO 0_2L;5.0;0.86;4.3;1.21;6.05;1.27;6.35;0.01;28.93;0.35;1.75;0.01;5
2018-05-01;8909;DRINK_JUICE;NAP MARTON KIWI 1_5 GAZ;16.0;1.09;17.49;1.46;23.36;1.79;28.64;0.03;25.13;0.37;5.87;0.03;5
